Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
3,Jesse,Graham,6197,5532,D,KEV,22,0,0,No,13.05.1994,"",Ontario,Canada,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
4,Yury,Sergiyenko,2209,3948,D,KEV,23,300000,0,Yes,07.06.1995,????-???????????,Kazakstan,Russia,0,0,10609,0,0,White,Not Tucked In,No,Yes,Nike,Easton Synergy,Easton
5,Daniyar,Kairov,925,3049,D,KEV,26,100000,1,No,05.03.1994,????-???????????,Kazakstan,Kazakstan,0,0,15357,0,0,White,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
6,Nelson,Nogier,6340,5677,D,KEV,27,0,0,No,27.05.1996,"",Saskatchewan,Canada,2014,101,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
7,Mikhail,Grigoryev,575,2305,D,KEV,44,500000,0,No,01.02.1991,??????,Russia,Russia,0,0,14304,0,0,White,Back,No,Yes,CCM,TPS (Louisville) Red-lite,Bauer Vapor XXX
8,Ivan,Mishchenko,238,2255,D,KEV,47,100000,0,No,22.07.1995,????,Russia,Russia,0,0,11915,0,0,Pale,Not Tucked In,No,Yes,Jofa,Sher-Wood Solid Gold,CCM
9,Alex,Grant,3568,856,D,KEV,51,600000,1,No,20.01.1989,Antigonish,Nova Scotia,Canada,2007,118,10476,0,0,White,Not Tucked In,No,Yes,Itech,Sher-Wood Solid Gold,Nike
10,Samat,Daniyar,1860,4578,D,KEV,65,100000,1,No,24.01.1999,"",Kazakstan,Kazakstan,0,0,7010,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,CCM
11,Adil,Beketayev,6205,5538,D,KEV,70,0,0,No,23.04.1998,"",Kazakstan,Kazakstan,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
12,Dillon,Heatherington,1216,1879,D,KEV*,2,500000,0,Yes,09.05.1995,Calgary,Alberta,Canada,2013,50,11428,0,0,White,Not Tucked In,No,Yes,Itech,Bauer Vapor XX,Nike
13,Roman,Savchenko,746,4525,D,KEV*,2,500000,1,No,28.07.1988,????-???????????,Kazakstan,Russia,0,0,14353,9618,9618,Pale,Not Tucked In,No,Yes,Bauer,Easton Synergy,Bauer Vapor XXX
14,Vyacheslav,Tryasunov,5735,604,D,KEV*,3,200000,0,No,24.06.1985,?????????,Russia,Kazakstan,0,0,15358,0,0,Pale,Not Tucked In,No,Yes,Bauer,Easton Synergy,Bauer Vapor XXX
15,Keaton,Ellerby,1233,2931,D,KEV*,6,275000,0,No,05.11.1988,Strathmore,Alberta,Canada,2007,10,2494,2494,2494,White,Not Tucked In,No,Yes,Bauer,Sher-Wood Solid Gold,Bauer 8090
16,Olle,Alsing,4853,4917,D,KEV*,9,300000,0,Yes,01.05.1996,Uppsala,Sweden,Sweden,0,0,15572,0,0,White,Back,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
17,Tamirlan,Gaitamirov,570,4833,D,KEV*,13,100000,1,Yes,23.08.2000,"",Kazakstan,Kazakstan,0,0,1657,0,0,White,Not Tucked In,No,Yes,CCM,Easton Synergy,Bauer Vapor XXX
18,Stanislav,Zinchenko,1262,370,D,KEV*,13,300000,0,Yes,05.07.1995,Ust-Kamenogorsk,Kazakstan,Kazakstan,0,0,13975,0,0,Pale,Not Tucked In,No,Yes,CCM,TPS (Louisville) Red-lite,CCM
19,Christopher,Bigras,6339,5676,D,KEV*,24,0,0,No,22.02.1995,"",Canada,Canada,2013,32,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
20,Damir,Ryspayev,2468,3800,D,KEV*,25,200000,3,Yes,25.04.1995,Ust-Kamenogorsk,Kazakstan,Kazakstan,0,0,13609,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
21,Evgeny,Fadeyev,1588,2256,D,KEV*,37,200000,1,No,09.07.1982,????-???????????,Kazakstan,Kazakstan,0,0,14057,14057,14057,White,Not Tucked In,No,Yes,Nike,Easton Synergy,Bauer Vapor XXX
22,Kevin,Dallman,3310,299,D,KEV*,38,2100000,1,No,26.02.1981,??????? ?????,Ontario,Canada,0,0,5600,6329,6329,White,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
23,Georgy,Dulnev,1488,3330,D,KEV*,39,100000,1,No,25.03.1991,Elektrostal,Russia,Russia,0,0,10724,0,0,Pale,Not Tucked In,No,Yes,Jofa,TPS (Louisville) Red-lite,Nike
24,Alex,Lintuniemi,3336,917,D,KEV*,40,400000,0,Yes,23.09.1995,Helsinki,Finland,Finland,2014,60,14838,0,0,White,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
25,Emil,Nurgaliyev,6196,5531,D,KEV*,42,0,0,No,20.04.1996,"",Kazakstan,Kazakstan,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
26,Alexander,Lipin,4810,3988,D,KEV*,46,300000,0,No,19.12.1985,????-???????????,Kazakstan,Kazakstan,0,0,10653,0,0,White,Not Tucked In,No,Yes,Bauer,Easton Classic X,Bauer 8090
27,Madiyar,Ibraibekov,1214,2126,D,KEV*,51,100000,1,No,04.09.1995,???????,Kazakstan,Kazakstan,0,0,13605,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
28,Maxim,Mineyev,1513,313,D,KEV*,55,100000,0,Yes,26.06.1997,????,Russia,Russia,0,0,11967,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
29,Evgeny,Blokhin,4923,3458,D,KEV*,55,450000,1,No,29.05.1979,????-???????????,Kazakstan,Russia,0,0,8368,11070,11070,White,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
30,Eric,Martinsson,1408,5015,D,KEV*,66,400000,0,Yes,22.10.1992,Klippan,Sweden,Sweden,0,0,15024,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
31,Ilya,Lobanov,4945,3954,D,KEV*,69,100000,1,Yes,01.12.1996,??????,Kazakstan,Kazakstan,0,0,10618,11280,11280,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
32,Nikita,Kleshchenko,1780,2315,D,KEV*,69,200000,0,No,15.12.1996,???????????,Russia,Kazakstan,0,0,1714,0,0,White,Not Tucked In,No,Yes,CCM,TPS (Louisville) Red-lite,Graf
33,Vladislav,Kolesnikov,2747,3379,D,KEV*,70,150000,1,No,27.07.1984,????-???????????,Kazakstan,Kazakstan,0,0,14688,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer 8090
34,Vladimir,Grebenshchikov,3191,2588,D,KEV*,70,200000,2,No,14.08.1992,????????,Kazakstan,Kazakstan,0,0,14687,0,0,White,Not Tucked In,No,Yes,CCM,Easton Synergy,Bauer Vapor XXX
35,Artemy,Lakiza,1121,2323,D,KEV*,87,300000,1,No,02.07.1987,???????,Russia,Kazakstan,0,0,14140,14140,14140,Pale,Not Tucked In,No,Yes,Nike,TPS (Louisville) Red-lite,CCM
?Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
1,Fredrik,Claesson,5587,4120,D,CSK,3,700000,0,No,24.11.1992,Stockholm,Sweden,Sweden,2011,126,10441,0,0,Pale,Not Tucked In,No,Yes,Bauer,Easton Synergy,Bauer Vapor XXX
2,Darren,Dietz,2986,2548,D,CSK,44,1000000,0,No,17.09.1993,Medicine Hat,Alberta,Canada,2011,138,10406,0,0,White,Not Tucked In,No,Yes,Nike,TPS (Louisville) Red-lite,Bauer Vapor XXX
3,Christian,Jaros,2261,4273,D,CSK,48,800000,0,Yes,02.04.1996,Kosice,Slovakia,Slovakia,2015,139,10992,0,0,White,Not Tucked In,No,Yes,Jofa,Easton Synergy,Graf
4,Vladislav,Provolnev,408,100,D,CSK,54,100000,1,No,03.04.1995,???????,Russia,Russia,0,0,10644,0,0,White,Not Tucked In,No,Yes,Jofa,Easton Synergy,Nike
5,Yaroslav,Dyblenko,506,4524,D,CSK,73,200000,0,Yes,28.12.1993,??????,Russia,Russia,0,0,14681,0,0,Pale,Left Side,No,Yes,Jofa,Easton Synergy,Graf
6,Marsel,Ibragimov,2772,2537,D,CSK,82,100000,0,Yes,04.08.1997,Kazan,Russia,Russia,0,0,11757,11190,11190,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
7,Nikita D.,Nesterov,1639,2040,D,CSK,89,900000,0,No,28.03.1993,Chelyabinsk,Russia,Russia,2011,148,16369,11329,11329,White,Not Tucked In,No,Yes,Bauer,Sher-Wood Solid Gold,Bauer Vapor XXX
8,Artyom M.,Sergeyev,4052,461,D,CSK,93,500000,0,No,20.04.1993,??????,Russia,Russia,0,0,10647,11416,11416,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
9,Vladimir,Grudinin,6044,5392,D,CSK,98,0,0,Yes,09.12.2003,"",Russia,Russia,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
10,Kirill,Goloshchapov,287,4614,D,CSK*,0,100000,0,Yes,01.06.2000,"",Russia,Russia,0,0,7096,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Nike
11,Artyom,Ikamatskikh,3044,2824,D,CSK*,0,100000,1,Yes,08.05.1997,"",Russia,Russia,0,0,10730,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
12,Klas,Dahlbeck,632,263,D,CSK*,6,800000,0,No,06.07.1991,Katrineholm,Sweden,Sweden,2011,79,14878,0,0,Pale,Not Tucked In,No,Yes,CCM,TPS (Louisville) Red-lite,Bauer 8090
13,Nikolai,Makarov,5262,1966,D,CSK*,18,100000,1,Yes,12.01.2003,"",Russia,Russia,0,0,15157,0,0,Pale,Not Tucked In,No,Yes,Bauer,CCM Vector V110,CCM
14,Ivan,Rogov,4262,1435,D,CSK*,32,100000,1,Yes,30.04.2001,?????????,Russia,Russia,0,0,1779,0,0,White,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,CCM
15,Bogdan,Kiselevich,5083,2424,D,CSK*,55,900000,1,No,14.02.1990,Cherepovets,Russia,Russia,0,0,14313,0,0,White,Not Tucked In,No,Yes,Bauer,Sher-Wood Solid Gold,Easton
16,Dmitry,Samorukov,1161,4830,D,CSK*,58,400000,1,Yes,16.06.1999,?????????,Alberta,Canada,2017,84,2972,0,0,White,Not Tucked In,No,Yes,Nike,TPS (Louisville) Red-lite,Bauer 8090
17,Daniil,Chaika,319,4858,D,CSK*,73,100000,1,Yes,22.10.2002,"",Russia,Russia,0,0,2259,0,0,Pale,Not Tucked In,No,Yes,Jofa,Easton Classic X,Bauer Vapor XXX
?Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
1,John,Gilmour,3722,771,D,MAN,3,600000,0,Yes,17.05.1993,Montreal,Quebec,Canada,2013,198,11407,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
2,Shawn,Lalonde,869,667,D,MAN,4,600000,0,No,10.03.1990,Orleans,Ontario,Canada,2008,68,2573,0,0,White,Not Tucked In,No,Yes,Nike,Bauer Vapor XX,Graf
3,Dmitry,Deryabin,1105,3734,D,MAN,7,100000,1,No,20.10.1999,Minsk,Belarus,Belarus,0,0,9942,0,0,White,Not Tucked In,No,Yes,Jofa,TPS (Louisville) Red-lite,CCM
4,Ilya,Shinkevich,273,3045,D,MAN,8,300000,1,No,01.09.1989,?????,Belarus,Belarus,0,0,15948,15948,15948,Pale,Not Tucked In,No,Yes,Nike,CCM Vector V110,Bauer Vapor XXX
5,Sergei,Sapego,3839,1021,D,MAN,9,100000,1,Yes,08.10.1999,"",Belarus,Belarus,0,0,15166,0,0,Pale,Not Tucked In,No,Yes,CCM,Easton Synergy,Mission
6,Joseph,Duszak,6276,5612,D,MAN,21,0,0,No,22.07.1997,"",New York,USA,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
7,Mark,Barberio,1792,365,D,MAN,44,1400000,0,No,23.03.1990,Montreal,Quebec,Canada,0,0,12609,0,0,Pale,Not Tucked In,No,Yes,Itech,TPS (Louisville) Red-lite,Graf
8,Nikita,Zorkin,2020,1922,D,MAN,52,100000,0,Yes,13.06.2000,"",Russia,Russia,0,0,15156,0,0,Pale,Not Tucked In,No,Yes,Nike,Bauer Vapor XX,Bauer Vapor XXX
9,Dmitry N.,Korobov,2239,3022,D,MAN,89,400000,0,No,12.03.1989,??????????,Belarus,Belarus,0,0,14317,11232,11232,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
10,Ilya,Solovyov,385,4850,D,MAN*,2,100000,0,Yes,20.07.2000,Mogilev,Belarus,Belarus,0,0,9966,0,0,Pale,Not Tucked In,No,Yes,Nike,Easton Synergy,Easton
11,Evgeny,Nogachyov,2854,1443,D,MAN*,4,300000,1,No,31.08.1991,?????,Belarus,Belarus,0,0,14572,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
12,Vladimir,Denisov,835,1144,D,MAN*,7,400000,1,No,29.06.1984,??????????,Belarus,Belarus,0,0,8760,11583,11583,White,Back,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
13,Andrei,Geraschenko,6072,5410,D,MAN*,17,0,0,No,13.12.1995,"",Russia,Belarus,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
14,Patrick,Wiercioch,3498,2055,D,MAN*,28,600000,0,Yes,12.09.1990,Maple Ridge,British Columbia,Canada,2008,42,2735,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
15,Artem,Levshunov,6000,5349,D,MAN*,39,0,0,No,28.10.2005,"",Belarus,Belarus,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
16,Ilya,Sushko,4381,5088,D,MAN*,55,0,0,No,28.12.1997,"",Belarus,Belarus,0,0,0,0,0,Pale,Not Tucked In,No,No,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
17,Anton,Lindholm,3890,4265,D,MAN*,57,600000,0,No,29.11.1994,Skelleftea,Sweden,Sweden,2014,144,10926,0,0,Pale,Not Tucked In,No,Yes,CCM,Easton Synergy,Easton
18,Pavel,Kupchikhin,3216,5049,D,MAN*,67,0,0,No,12.09.2000,"",Russia,Russia,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
19,Nikita,Kryskin,3470,4755,D,MAN*,67,100000,0,Yes,15.06.1994,"",Belarus,Belarus,0,0,0,0,0,White,Not Tucked In,No,Yes,Itech,Sher-Wood Solid Gold,Bauer Vapor XXX
20,Pavel,Kazakevich,3689,3363,D,MAN*,68,100000,0,Yes,28.10.1993,?????,Belarus,Belarus,0,0,15361,0,0,Pale,Not Tucked In,No,Yes,Bauer,Sher-Wood Solid Gold,Bauer Vapor XXX
21,Artyom,Volchenkov,4717,5130,D,MAN*,86,0,0,No,18.05.2001,Zhlobin,Belarus,Belarus,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
22,Pavel,Chernook,2728,2343,D,MAN*,86,200000,1,No,28.09.1986,??????????,Belarus,Belarus,0,0,14534,0,0,Pale,Not Tucked In,No,Yes,Bauer,Easton Synergy,CCM
?Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
1,Anton O.,Malyshev,3378,107,D,DYN,4,100000,1,Yes,27.02.2000,"",Russia,Russia,0,0,2981,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
2,Brennan,Menell,2317,3653,D,DYN,27,300000,0,Yes,24.05.1997,Woodbury,Minnesota,USA,0,0,1883,0,0,White,Not Tucked In,No,Yes,Bauer,Sher-Wood Solid Gold,Graf
3,Kirill,Gotovets,2374,3075,D,DYN,41,400000,0,No,25.06.1991,?????,Belarus,Belarus,2009,183,15715,0,0,White,Not Tucked In,No,Yes,CCM,Easton Synergy,CCM
4,Artyom A.,Volkov,4566,2127,D,DYN,49,200000,1,Yes,25.04.1997,?????,Russia,Russia,0,0,10585,11503,11503,White,Not Tucked In,No,Yes,CCM,Easton Synergy,Graf
5,Sergei,Boikov,4759,1308,D,DYN,55,200000,0,Yes,24.01.1996,?????????,Russia,Russia,0,0,1720,11075,11075,Pale,Not Tucked In,No,Yes,Nike,Bauer Vapor XX,CCM
6,Nikita V.,Novikov,3677,1336,D,DYN,74,100000,1,Yes,25.07.2003,"",Russia,Russia,0,0,15140,0,0,Pale,Not Tucked In,No,Yes,Bauer,Easton Synergy,Mission
7,Yegor,Martynov,5376,3386,D,DYN,77,400000,0,No,15.08.1990,?????????,Russia,Russia,0,0,14607,0,0,Pale,Left Side,No,Yes,Bauer,Easton Classic X,Nike
8,Andrei,Pribylsky,1357,4072,D,DYN,82,100000,1,Yes,23.12.2000,"",Russia,Russia,0,0,7026,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
9,Yegor A.,Zaitsev,5107,3983,D,DYN,86,200000,1,No,03.05.1998,??????,Russia,Russia,0,0,11982,0,0,White,Not Tucked In,No,Yes,CCM,TPS (Louisville) Red-lite,Bauer Vapor XXX
10,Andrei A.,Mironov,5354,3968,D,DYN,94,400000,1,No,29.07.1994,??????,Russia,Russia,2015,101,14466,0,0,Pale,Not Tucked In,No,Yes,Itech,TPS (Louisville) Red-lite,Graf
11,Gleb,Kozhemyakin,1468,3293,D,DYN*,0,100000,0,Yes,16.01.1998,??????,Russia,Russia,0,0,7076,0,0,Pale,Not Tucked In,No,Yes,Bauer,Bauer Vapor XX,Bauer Vapor XXX
12,Dmitry,Vozovik,4223,4543,D,DYN*,3,100000,0,Yes,27.12.1996,??????,Russia,Russia,0,0,10465,0,0,Pale,Not Tucked In,No,Yes,Itech,Sher-Wood Solid Gold,Bauer Vapor XXX
13,Juuso,Hietanen,2248,1385,D,DYN*,17,900000,1,No,14.06.1985,???????????,Finland,Finland,0,0,5450,8488,8488,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
14,Maxim,Solovyov,4716,2850,D,DYN*,50,400000,0,No,20.02.1979,??????,Russia,Russia,0,0,8160,11452,11452,White,Not Tucked In,No,Yes,Nike,Easton Classic X,Bauer Vapor XXX
15,Artur,Karmashkov,4833,1455,D,DYN*,51,100000,0,Yes,30.01.1998,?????????,Russia,Russia,0,0,10715,0,0,White,Not Tucked In,No,Yes,CCM,Easton Synergy,CCM
16,Yegor,Orlov,4871,625,D,DYN*,58,100000,0,No,20.07.1996,??????,Russia,Russia,0,0,10635,11344,11344,White,Not Tucked In,No,Yes,Bauer,Easton Synergy,Mission
17,Alexei,Pepelyaev,2571,3495,D,DYN*,69,400000,1,No,16.06.1984,???????,Russia,Russia,0,0,16350,16350,16350,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
18,Sergei,Alexeyev,4943,3388,D,DYN*,74,100000,1,Yes,01.06.1994,??????,Russia,Russia,0,0,10563,11031,11031,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
?Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
1,Jason,Fram,5307,4732,D,DEG,2,200000,0,Yes,23.04.1995,Vancouver,British Columbia,China,0,0,1735,0,0,White,Not Tucked In,No,Yes,Jofa,TPS (Louisville) Red-lite,Easton
2,Kyle,Wood,6324,5661,D,DEG,3,0,0,No,04.05.1996,"",Canada,Canada,2014,84,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
3,Ryan,Sproul,4408,4759,D,DEG,5,400000,0,No,13.01.1993,Mississauga,Ontario,Canada,2011,55,13323,0,0,White,Not Tucked In,No,Yes,Jofa,CCM Vector V110,CCM
4,Dmitri,Kostenko,6326,5663,D,DEG,6,0,0,No,25.09.2002,"",Russia,Russia,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
5,Jake,Chelios,838,4687,D,DEG,7,500000,0,Yes,08.03.1991,Bloomfield Hills,Michigan,USA,0,0,12994,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
6,Vincent,LoVerde,6319,5656,D,DEG,25,0,0,No,14.04.1989,"",USA,USA,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
7,Doyle,Somerby,6320,5657,D,DEG,27,0,0,No,04.07.1994,"",Massachusetts,USA,2012,125,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
8,Zac,Leslie,6316,5653,D,DEG,37,0,0,No,31.01.1994,"",Canada,Canada,2013,178,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
9,Liam,Ross,6321,5658,D,DEG,86,0,0,No,13.05.2001,"",Canada,Canada,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
10,Brandon,Davidson,1828,591,D,DEG,88,600000,0,No,21.08.1991,Taber,Alberta,Canada,2010,162,13117,0,0,Pale,Not Tucked In,No,Yes,CCM,Bauer Vapor XX,Bauer Vapor XXX
11,Evgeny,Rybnitsky,1660,640,D,DEG*,0,175000,1,No,08.07.1989,?????????,Russia,Russia,0,0,13378,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
12,Sergei,Peretyagin,4946,1305,D,DEG*,5,200000,0,No,19.04.1984,??????-??????,Russia,Russia,0,0,8391,11354,11354,Pale,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
13,Blake,Parlett,277,158,D,DEG*,7,200000,0,No,13.05.1989,??????????,Ontario,Canada,0,0,16157,0,0,White,Not Tucked In,No,Yes,Jofa,Sher-Wood Solid Gold,Easton
14,Krisjanis,Redlihs,5352,2218,D,DEG*,23,400000,0,No,15.01.1981,????,Latvia,Latvia,2002,154,8802,10541,10541,Pale,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Graf
15,Griffin,Reinhart,3617,629,D,DEG*,23,400000,0,Yes,24.01.1994,West Vancouver,British Columbia,Canada,2012,4,13989,0,0,Pale,Not Tucked In,No,Yes,Bauer,Easton Synergy,CCM
16,Joonas,Jarvinen,5473,2065,D,DEG*,36,600000,1,No,05.01.1989,Turku,Finland,Finland,0,0,8923,8103,8103,Pale,Not Tucked In,No,Yes,Itech,TPS (Louisville) Red-lite,Mission
17,Mikael,Tam,3409,4590,D,DEG*,52,100000,0,No,26.04.1991,Quebec,Quebec,China,0,0,3709,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Graf
18,Nick,Schaus,957,1456,D,DEG*,59,600000,0,No,03.07.1986,???????,New York,USA,0,0,12689,0,0,White,Not Tucked In,No,Yes,Bauer,Easton Synergy,Bauer Vapor XXX
19,Denis,Osipov,646,2262,D,DEG*,60,500000,1,No,09.05.1987,??????,Russia,Russia,0,0,13424,11346,11346,White,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
20,Victor,Bartley,2235,1211,D,DEG*,64,500000,0,No,17.02.1988,Ottawa,Ontario,China,0,0,15779,0,0,Pale,Not Tucked In,No,Yes,Bauer,CCM Vector V110,Mission
21,Brett,Bellemore,3083,2524,D,DEG*,73,500000,0,No,25.06.1988,???????,Ontario,Canada,2007,162,2415,0,0,White,Not Tucked In,No,Yes,Bauer,TPS (Louisville) Red-lite,CCM
22,Arturs,Salija,1247,3496,D,DEG*,75,100000,0,No,15.05.1992,"",Latvia,Latvia,0,0,9326,0,0,Pale,Not Tucked In,No,Yes,Jofa,Bauer Vapor XX,Mission
23,Oleg,Piganovich,5014,2901,D,DEG*,77,600000,0,No,12.05.1985,?????????,Russia,Russia,0,0,8460,11363,11363,Pale,Not Tucked In,No,Yes,Nike,Easton Synergy,Bauer Vapor XXX
24,Alexander,Yevseyenkov,3266,2871,D,DEG*,85,300000,0,No,02.10.1985,?????????,Russia,Russia,0,0,16294,16294,16294,Pale,Not Tucked In,No,Yes,Nike,Easton Synergy,Bauer Vapor XXX
25,Ruinan,Yan,4282,1730,D,DEG*,86,100000,0,Yes,25.01.2001,"",China,China,0,0,13871,0,0,Asian,Not Tucked In,No,Yes,Jofa,Sher-Wood Solid Gold,Nike
26,Dmitry,Megalinsky,5775,2879,D,DEG*,87,400000,1,No,15.04.1985,?????,Russia,Russia,2006,186,9223,11302,11302,White,Back,No,Yes,Itech,Bauer Vapor XX,Bauer Vapor XXX
27,Robert,Shea,5252,392,D,DEG*,92,300000,0,No,20.07.1990,Harrison Township,Michigan,USA,0,0,1799,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
28,Zach,Yuen,5335,2164,D,DEG*,93,200000,1,No,03.03.1993,????????,British Columbia,China,2011,119,13766,0,0,Asian,Not Tucked In,No,Yes,Itech,Easton Synergy,Bauer Vapor XXX
?Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
1,Alexander,Yelesin,321,3446,D,YAR,4,300000,1,Yes,07.02.1996,Yaroslavl,Russia,Russia,0,0,11913,0,0,White,Not Tucked In,No,Yes,Bauer,Easton Synergy,Graf
2,Artyom,Naumenko,5708,2778,D,YAR,15,100000,0,Yes,11.02.2002,"",Russia,Russia,0,0,15160,0,0,Pale,Back,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
3,Maxim,Osipov,4113,991,D,YAR,21,400000,1,No,31.08.1993,?????????,Russia,Russia,0,0,14775,11346,11346,Pale,Back,No,Yes,CCM,Sher-Wood Solid Gold,Easton
